1563152906344,0,0
1563152906558,0,0
1563152906773,0,0
1563152906991,0,0
1563152907204,0,0
1563152907419,0,0
1563152907635,0,0
1563152907850,0,0
1563152908068,0,0
1563152908287,0,0
1563152908495,0,0
1563152908709,0,0
1563152908923,0,0
1563152909140,0,0
1563152909355,0,0
1563152909584,0,0
1563152909785,0,0
1563152909998,0,0
1563152910214,0,0
1563152910429,0,0
1563152910644,0,0
1563152910859,0,0
1563152911073,0,0
1563152911291,0,0
1563152911504,0,0
1563152911719,0,0
1563152911935,0,0
1563152912150,0,0
1563152912368,0,0
1563152912580,0,0
1563152912804,0,0
1563152913008,0,0
1563152913224,0,0
1563152913441,0,0
1563152913656,0,0
1563152913868,0,0
1563152914085,0,0
1563152914298,0,0
1563152914513,0,0
1563152914729,0,0
1563152914943,0,0
1563152915160,0,0
1563152915374,0,0
1563152915592,0,0
1563152915807,0,0
1563152916047,0,0
1563152916234,0,0
1563152916450,0,0
1563152916663,0,0
1563152916881,0,0
1563152917094,0,0
1563152917309,0,0
1563152917523,0,0
1563152917738,0,0
1563152917954,0,0
1563152918168,0,0
1563152918385,0,0
1563152918600,0,0
1563152918816,0,0
1563152919029,0,0
1563152919244,0,0
1563152919461,0,0
1563152919675,0,0
1563152919888,0,0
1563152920106,0,0
1563152920318,0,0
1563152920537,0,0
1563152920753,0,0
1563152920963,0,0
1563152921178,0,0
1563152921393,0,0
1563152921609,0,0
1563152921823,0,0
1563152922039,0,0
1563152922253,0,0
1563152922471,0,0
1563152922685,0,0
1563152922903,0,0
1563152923116,0,0
1563152923328,0,0
1563152923543,0,0
1563152923758,0,0
1563152923975,0,0
1563152924195,0,0
1563152924403,0,0
1563152924623,0,0
1563152924839,0,0
1563152925048,0,0
1563152925263,0,0
1563152925478,0,0
1563152925693,0,0
1563152925909,0,0
1563152926123,0,0
1563152926338,0,0
1563152926555,0,0
1563152926768,0,0
1563152926987,0,0
1563152927199,0,0
1563152927414,0,0
1563152927629,0,0
1563152927843,0,0
1563152928058,0,0
1563152928273,0,0
1563152928488,0,0
1563152928703,0,0
1563152928918,0,0
1563152929133,0,0
1563152929348,0,0
1563152929564,0,0
1563152929779,0,0
1563152929993,0,0
1563152930208,0,0
1563152930424,0,0
1563152930638,0,0
1563152930856,0,0
1563152931068,0,0
1563152931285,0,0
1563152932807,0,0
1563152932811,0,0
1563152932811,0,0
1563152932811,0,0
1563152932812,0,0
1563152932812,0,0
1563152932812,0,0
1563152933000,0,0
1563152933212,0,0
1563152933427,0,0
1563152933642,0,0
1563152933857,0,0
1563152934072,0,0
1563152934287,0,0
1563152934502,0,0
1563152934717,0,0
1563152934932,0,0
1563152935151,0,0
1563152935364,0,0
1563152935577,0,0
1563152935793,0,0
1563152936007,0,0
1563152936222,0,0
1563152936439,0,0
1563152936652,0,0
1563152936868,0,0
1563152937083,0,0
1563152937301,0,0
1563152937513,0,0
1563152937727,0,0
1563152937943,0,0
1563152938157,0,0
1563152938372,0,0
1563152938587,0,0
1563152938802,0,0
1563152939018,0,0
