1563244799182,71,24.8
1563244800264,71,24.8
1563244801380,64,24.9
1563244802473,64,24.9
1563244803586,64,24.9
1563244804676,64,24.9
1563244805792,64,24.9
1563244806882,64,24.9
1563244808003,64,24.9
1563244809088,64,24.9
1563244810214,64,24.9
1563244811295,64,24.9
1563244812410,64,24.9
1563244813501,64,24.9
1563244814618,64,24.9
1563244815710,64,24.9
1563244816829,64,24.8
1563244817917,64,24.8
1563244819030,64,24.8
1563244820119,64,24.8
1563244821254,64,24.8
1563244822325,64,24.8
1563244823450,64,24.8
1563244824532,64,24.8
1563244825647,64,24.8
1563244826749,64,24.8
1563244827853,64,24.8
1563244828946,64,24.8
1563244830059,70,24.8
1563244832155,70,24.8
1563244840153,95,24.8
1563244840170,95,24.8
1563244840170,95,24.9
1563244840171,95,24.9
1563244840171,95,25
1563244840171,95,25
1563244840171,95,25.1
1563244840171,95,25.1
1563244841113,95,25.2
1563244842183,95,25.2
1563244843296,95,25.3
1563244844392,95,25.3
1563244845503,92,25.4
1563244846615,92,25.4
1563244847710,83,25.4
1563244848802,83,25.4
1563244849921,79,25.4
1563244851011,79,25.4
1563244852127,95,25.5
1563244853219,95,25.5
1563244854336,95,25.5
1563244855427,95,25.5
1563244862113,95,25.7
1563244866408,95,26.5
1563244867505,95,26.5
1563244868599,95,26.8
1563244869688,95,26.8
1563244870817,95,27
1563244873124,95,27
1563244873130,95,27.2
1563244874108,95,27.2
1563244875226,95,27.4
1563244876309,95,27.4
1563244877427,95,27.5
1563244878515,95,27.5
1563244879631,95,27.6
1563244880722,95,27.6
1563244881838,95,27.6
1563244882929,95,27.6
1563244884046,95,27.6
1563244885137,95,27.6
1563244886254,85,27.6
1563244887351,85,27.6
1563244888459,78,27.7
1563244889550,78,27.7
1563244890713,73,27.7
1563244891804,73,27.7
1563244892920,69,27.7
1563244894010,69,27.7
1563244895135,66,27.7
1563244896217,66,27.7
1563244897333,64,27.7
1563244898431,64,27.7
1563244899539,62,27.7
1563244900630,62,27.7
1563244901746,61,27.7
1563244902850,61,27.7
1563244903953,60,27.6
1563244905129,60,27.6
1563244906247,59,27.6
1563244907334,59,27.6
1563244908454,58,27.6
1563244909542,58,27.6
1563244910658,57,27.5
1563244911801,57,27.5
1563244912916,57,27.5
1563244914006,57,27.5
1563244915127,57,27.5
1563244916216,57,27.5
1563244917338,56,27.5
1563244918420,56,27.5
1563244919537,56,27.4
1563244920627,56,27.4
1563244921743,56,27.4
1563244922834,56,27.4
1563244923950,56,27.3
1563244925043,56,27.3
1563244926157,56,27.3
1563244927249,56,27.3
1563244928364,55,27.3
1563244929455,55,27.3
1563244930573,55,27.2
1563244931662,55,27.2
1563244932787,55,27.2
1563244933869,55,27.2
1563244934985,55,27.1
1563244936076,55,27.1
1563244937194,55,27
1563244938283,55,27
1563244939401,55,27
1563244940491,55,27
1563244941605,55,27
1563244942696,55,27
1563244943814,55,26.9
1563244944903,55,26.9
1563244946021,55,26.9
1563244947110,55,26.9
1563244948226,55,26.8
1563244949317,55,26.8
1563244950433,55,26.8
1563244951524,55,26.8
1563244952640,55,26.8
1563244953731,55,26.8
1563244954847,55,26.7
1563244955939,55,26.7
1563244957054,55,26.7
1563244958154,55,26.7
1563244959261,55,26.7
1563244960352,55,26.7
1563244961469,55,26.7
1563244962559,55,26.7
1563244963675,55,26.5
1563244964766,55,26.5
1563244965882,55,26.5
1563244966973,55,26.5
1563244968089,55,26.5
1563244969184,55,26.5
1563244970296,56,26.4
1563244971387,56,26.4
1563244972502,58,26.4
1563244973592,58,26.4
1563244974708,64,26.4
1563244975798,64,26.4
1563244976914,72,26.3
1563244978005,72,26.3
1563244979121,69,26.4
1563244980211,69,26.4
1563244981327,72,26.4
1563244982418,72,26.4
1563244983533,82,26.4
1563244984624,82,26.4
1563244985743,75,26.5
1563244986831,75,26.5
1563244987946,81,26.5
1563244989036,81,26.5
1563244990152,77,26.6
1563244991312,77,26.6
1563244992359,69,26.7
1563244993451,69,26.7
1563244994567,66,26.8
1563244995656,66,26.8
1563244996772,63,26.8
1563244997863,63,26.8
1563244998984,62,26.8
1563245000069,62,26.8
1563245001185,60,26.9
1563245002276,60,26.9
1563245003392,59,26.9
1563245004484,59,26.9
1563245005599,58,26.9
1563245006690,58,26.9
1563245007806,57,26.9
1563245008897,57,26.9
1563245010013,57,26.9
1563245011106,57,26.9
1563245012220,56,26.9
1563245013313,56,26.9
1563245014427,56,26.9
1563245015518,56,26.9
1563245016672,55,26.9
1563245017725,55,26.9
1563245018850,55,26.9
1563245019933,55,26.9
1563245021050,55,26.8
1563245022141,55,26.8
1563245024165,55,26.8
1563245024348,55,26.8
1563245025462,55,26.8
1563245026553,55,26.8
1563245027671,55,26.8
1563245028765,55,26.8
1563245029879,54,26.8
1563245030966,54,26.8
1563245032097,54,26.7
1563245035119,54,26.7
1563245035129,55,26.7
1563245035379,55,26.7
1563245036498,55,26.7
1563245037588,55,26.7
1563245038717,55,26.6
1563245039793,55,26.6
1563245040910,55,26.6
1563245042012,55,26.6
1563245043123,55,26.5
1563245044213,55,26.5
1563245045323,55,26.5
1563245046434,55,26.5
1563245047529,55,26.5
1563245048621,55,26.5
1563245049744,55,26.4
1563245050838,55,26.4
1563245057134,55,26.4
1563245057150,55,26.4
1563245057150,55,26.4
1563245057151,55,26.4
1563245057151,55,26.3
1563245057457,55,26.3
1563245058578,55,26.3
1563245059662,55,26.3
1563245060778,55,26.2
1563245061872,55,26.2
1563245062994,55,26.2
1563245064071,55,26.2
1563245065197,56,26.2
1563245066287,56,26.2
1563245067390,56,26.1
1563245069930,56,26.1
1563245069932,56,26.1
1563245070685,56,26.1
1563245071800,56,26.1
1563245072891,56,26.1
1563245076143,56,26
1563245076144,56,26
1563245076234,55,25.9
1563245077319,55,25.9
1563245078420,55,25.9
1563245079511,55,25.9
1563245080634,55,25.9
1563245081723,55,25.9
1563245082835,56,25.9
1563245083975,56,25.9
1563245085100,56,25.8
1563245086198,56,25.8
1563245087305,56,25.8
1563245088427,56,25.8
